,TimeSpent_minutes,Age_Range,humidity(%),Hour,TotalSpent_RM,Basket_colour,Pants_Colour,windspeed(km/h),Shirt_Colour,Day,temperature(Celcius),Body_Size,Dryer_No,Washer_No,Race
3232,49,38,92.0,8,8,6,1,5.0,8,5,25.0,0,8,5,3
11,22,37,78.0,7,18,1,5,7.0,8,2,27.0,1,8,4,1
2025,35,20,88.0,13,7,6,2,4.0,0,1,26.0,0,10,5,2
2192,38,39,83.0,14,14,6,7,5.0,10,3,27.0,1,9,4,2
917,26,23,74.0,22,21,2,8,10.0,3,2,26.0,0,7,3,1
3589,32,47,93.0,18,17,5,6,4.0,3,7,26.0,0,8,4,0
1451,51,37,81.0,19,13,7,3,5.0,8,2,27.0,2,7,6,1
2687,18,18,92.0,12,15,7,1,8.0,5,4,25.0,1,7,3,3
176,56,34,85.0,15,10,4,2,6.0,7,6,27.0,1,7,4,2
994,22,25,89.0,5,14,3,3,4.0,4,1,25.0,1,7,6,2
2488,14,42,74.0,5,19,0,7,6.0,9,3,27.0,1,9,6,1
2569,30,50,81.0,22,14,3,6,6.0,1,4,27.0,2,9,3,2
3967,35,58,77.0,3,9,1,11,5.0,5,3,26.0,0,7,5,1
3520,50,49,89.0,5,8,4,10,6.0,4,2,25.0,0,7,3,1
3052,46,45,81.0,0,19,3,9,8.0,1,3,27.0,1,8,5,0
1255,35,42,76.0,11,17,4,11,5.0,7,3,28.0,1,9,3,0
3282,51,28,74.0,16,7,0,0,7.0,3,3,26.0,2,8,6,2
1664,16,34,72.0,4,7,6,4,5.0,10,5,29.0,0,10,5,3
2191,19,44,90.0,16,20,9,5,5.0,4,5,26.0,1,8,6,1
2801,26,22,87.0,21,12,0,3,6.0,7,7,27.0,1,9,3,0
2567,20,27,86.0,22,9,5,1,6.0,6,7,27.0,2,8,6,3
3991,12,26,88.0,20,19,8,5,5.0,6,7,26.0,0,7,3,3
3370,12,52,78.0,13,15,0,11,5.0,2,7,27.0,1,7,5,0
2870,60,32,91.0,22,8,2,2,5.0,1,3,26.0,2,10,4,0
1790,26,38,78.0,2,9,8,9,5.0,2,1,27.0,1,10,3,2
2476,57,38,82.0,2,21,2,5,5.0,6,7,27.0,1,8,3,3
2660,24,56,84.0,10,21,9,4,5.0,8,2,27.0,1,9,3,0
3553,25,42,77.0,20,12,10,1,6.0,7,3,26.0,0,10,3,2
3080,25,57,83.0,6,7,9,5,5.0,8,7,28.0,1,9,3,2
156,45,51,83.0,9,11,6,2,6.0,1,6,27.0,0,10,6,0
2587,58,43,90.0,3,13,10,6,5.0,7,6,26.0,0,7,4,3
3578,59,60,89.0,21,10,1,1,4.0,10,4,26.0,1,8,6,1
1460,53,19,76.0,15,12,9,6,10.0,5,6,28.0,2,9,5,2
2046,21,24,85.0,15,18,3,8,5.0,3,4,27.0,1,10,5,3
3338,24,53,92.0,4,19,5,9,3.0,6,6,26.0,1,10,5,3
1850,53,20,75.0,8,15,2,0,6.0,10,3,26.0,1,8,4,2
2509,40,37,84.0,9,16,10,11,6.0,2,2,26.0,0,10,3,3
2624,11,52,75.0,11,12,2,1,6.0,7,4,27.0,1,9,4,0
3410,18,44,73.0,5,19,3,4,5.0,3,1,28.0,0,10,6,2
2303,11,47,88.0,17,8,4,5,4.0,5,3,26.0,0,7,3,1
3027,54,51,84.0,23,15,6,0,5.0,7,7,27.0,2,9,5,2
2005,23,21,87.0,21,17,8,2,6.0,9,1,26.0,0,9,5,3
1185,53,28,91.0,8,15,0,3,3.0,3,5,25.0,2,8,4,1
1006,34,18,77.0,5,9,8,11,6.0,3,4,26.0,1,7,5,2
3569,30,27,80.0,9,12,5,10,8.0,6,5,28.0,1,9,3,1
3737,34,53,92.0,22,7,8,11,3.0,7,6,26.0,0,7,5,3
560,31,49,88.0,4,14,9,0,5.0,0,6,26.0,1,9,3,2
2256,32,54,90.0,7,12,10,1,6.0,10,5,26.0,1,8,6,1
910,15,60,84.0,5,17,2,8,6.0,4,1,26.0,0,10,3,0
1311,18,42,82.0,12,11,0,1,7.0,10,6,27.0,2,10,3,0
2049,11,42,88.0,6,14,6,10,4.0,0,7,26.0,1,10,4,1
3413,20,24,82.0,11,14,5,5,6.0,3,7,27.0,0,10,4,2
269,54,34,84.0,10,15,1,1,4.0,7,3,26.0,0,7,4,0
1993,19,38,75.0,18,16,0,1,10.0,5,6,28.0,2,8,3,2
265,31,39,84.0,1,9,1,2,5.0,2,3,26.0,2,10,3,2
914,50,41,88.0,18,18,4,1,3.0,4,1,26.0,2,10,4,2
2278,37,36,76.0,20,10,5,8,5.0,7,6,27.0,0,9,6,1
2231,15,30,94.0,23,13,10,11,8.0,0,4,25.0,2,10,5,1
3167,27,50,89.0,10,7,1,0,6.0,4,2,26.0,0,7,3,2
3957,42,20,86.0,2,12,9,1,7.0,10,4,27.0,1,8,4,1
2912,11,43,76.0,16,12,2,8,6.0,2,3,27.0,2,7,6,2
3114,19,56,81.0,23,18,6,4,5.0,4,3,28.0,2,7,3,1
873,29,18,74.0,3,19,7,6,6.0,5,6,29.0,2,7,3,3
2093,57,47,90.0,3,20,4,9,5.0,1,5,26.0,0,7,6,2
2446,38,27,71.0,18,17,10,8,14.0,5,7,29.0,1,8,4,3
475,28,35,94.0,15,11,6,2,5.0,5,5,25.0,1,9,3,1
1652,54,56,85.0,6,20,5,1,4.0,3,7,26.0,1,7,6,0
1960,58,42,89.0,8,13,2,7,5.0,2,1,27.0,0,8,6,0
45,35,51,77.0,20,21,4,0,9.0,0,2,27.0,1,8,6,1
161,36,45,85.0,11,19,0,0,4.0,2,6,27.0,1,7,4,0
3039,34,40,86.0,11,20,5,1,6.0,6,7,27.0,2,9,3,3
2775,59,19,80.0,6,20,2,8,6.0,0,1,26.0,2,8,5,3
2677,27,48,86.0,7,9,9,2,5.0,5,7,26.0,2,10,3,1
288,15,34,85.0,21,15,0,10,4.0,2,3,26.0,0,7,4,0
3661,43,23,80.0,14,17,0,2,6.0,8,2,27.0,0,10,5,1
3107,57,25,89.0,21,17,8,8,4.0,2,1,26.0,0,9,5,1
3941,21,40,76.0,7,16,10,5,6.0,5,1,27.0,2,8,5,1
1948,60,43,91.0,17,17,9,5,4.0,9,4,26.0,1,9,3,2
575,43,38,88.0,9,16,0,10,4.0,0,6,26.0,2,8,3,0
850,40,24,88.0,9,7,1,1,4.0,1,3,26.0,2,8,4,3
3387,29,37,92.0,16,10,0,9,3.0,2,6,26.0,1,8,6,1
911,14,20,78.0,0,11,2,6,6.0,2,3,26.0,2,9,4,2
1254,21,49,85.0,2,21,5,11,3.0,4,7,26.0,1,9,3,3
1833,47,46,73.0,14,21,10,1,6.0,5,3,28.0,2,8,5,2
1722,38,19,81.0,10,16,2,1,4.0,2,2,27.0,0,8,6,2
2133,48,34,87.0,17,15,8,5,6.0,4,7,26.0,1,7,4,2
1735,27,44,84.0,9,9,6,11,7.0,4,2,27.0,2,10,5,1
932,19,54,84.0,18,20,5,1,4.0,7,1,26.0,0,10,3,0
1100,49,60,87.0,3,14,10,4,5.0,1,7,26.0,1,8,5,1
3705,11,21,88.0,2,21,9,5,4.0,10,6,26.0,1,7,4,1
1207,44,24,87.0,3,10,6,5,7.0,2,3,26.0,1,8,6,0
2295,47,60,83.0,9,14,5,1,5.0,5,2,26.0,1,8,4,2
1843,14,37,88.0,20,11,0,8,4.0,0,3,25.0,0,7,4,3
1848,39,42,90.0,16,8,7,5,6.0,0,4,26.0,2,9,6,3
2524,32,39,84.0,2,16,7,9,7.0,6,3,26.0,1,8,5,3
1694,55,30,87.0,19,16,5,1,4.0,6,6,26.0,1,7,6,2
85,15,40,72.0,19,17,4,8,8.0,8,3,27.0,2,8,6,0
469,57,53,94.0,13,11,0,4,4.0,5,5,25.0,2,9,3,1
2273,33,43,91.0,18,20,9,8,4.0,0,2,26.0,0,8,4,1
2822,47,48,86.0,16,9,3,0,6.0,9,7,27.0,2,8,4,0
2379,16,31,77.0,17,14,10,1,7.0,9,5,28.0,2,10,3,2
233,21,43,73.0,15,13,1,10,6.0,2,3,25.0,0,7,3,1
2636,20,18,87.0,11,16,7,1,6.0,2,4,26.0,2,10,6,0
2523,30,30,86.0,7,18,3,8,7.0,2,4,27.0,2,7,6,2
3332,48,60,89.0,13,12,9,1,3.0,9,1,25.0,0,9,4,1
3922,56,29,87.0,4,12,10,3,7.0,7,6,26.0,0,10,3,1
2647,15,24,87.0,3,12,7,8,4.0,7,5,26.0,2,10,5,1
2469,27,21,82.0,1,10,7,2,5.0,1,7,27.0,2,7,3,0
1711,30,32,83.0,20,16,7,0,6.0,7,2,26.0,2,7,6,0
182,38,54,85.0,17,14,0,2,6.0,2,6,27.0,0,7,5,1
988,20,46,76.0,11,20,7,6,6.0,6,1,26.0,0,10,6,2
1000,29,58,86.0,16,21,3,4,5.0,2,6,25.0,1,7,5,3
1641,60,37,88.0,23,21,7,9,5.0,10,3,26.0,1,7,6,1
1356,58,37,92.0,13,11,4,8,3.0,3,6,25.0,1,8,3,0
1462,34,51,90.0,16,14,4,1,4.0,1,4,26.0,0,7,3,1
49,32,48,77.0,21,11,0,1,7.0,2,2,27.0,2,10,5,2
3858,27,48,90.0,0,20,8,2,4.0,3,4,26.0,0,9,5,3
3077,14,41,85.0,6,20,4,1,6.0,8,4,26.0,2,10,3,2
2577,50,22,84.0,11,8,7,10,7.0,9,1,27.0,1,9,3,3
1258,16,21,86.0,5,20,7,3,3.0,2,1,26.0,1,7,5,2
486,19,47,94.0,18,11,6,10,5.0,6,5,25.0,0,10,5,2
3938,60,24,81.0,4,21,9,7,5.0,1,2,27.0,0,9,3,3
2545,55,35,82.0,15,19,1,1,5.0,0,7,27.0,2,9,3,1
1908,38,19,76.0,3,17,1,0,6.0,8,3,26.0,0,7,5,0
3694,13,33,80.0,22,18,4,1,5.0,1,7,27.0,0,8,3,0
106,19,50,73.0,19,13,1,2,6.0,2,4,27.0,0,10,3,1
443,52,40,91.0,12,17,9,2,5.0,6,4,26.0,1,7,6,2
1954,42,48,86.0,2,12,8,1,4.0,3,5,26.0,1,8,6,3
3560,34,27,79.0,14,10,4,3,7.0,1,6,27.0,2,7,5,0
646,18,53,88.0,22,11,6,11,5.0,2,6,26.0,1,10,6,2
3084,25,32,81.0,8,7,6,3,5.0,1,3,28.0,1,9,3,2
1762,39,50,89.0,23,13,6,2,3.0,5,1,25.0,2,7,5,0
726,52,54,90.0,4,15,3,1,4.0,1,7,25.0,2,7,3,0
2238,35,55,90.0,22,12,6,1,4.0,5,2,25.0,1,8,5,0
3836,47,52,88.0,23,18,3,7,6.0,2,1,26.0,1,7,5,0
1856,53,52,79.0,15,9,3,1,5.0,2,1,27.0,2,7,3,3
2330,37,60,85.0,21,15,9,9,4.0,5,7,26.0,0,10,6,2
29,34,42,78.0,14,12,1,11,7.0,2,2,27.0,0,9,6,2
169,58,52,85.0,13,12,4,2,4.0,0,6,27.0,0,9,5,0
1001,49,23,74.0,23,9,1,1,10.0,3,6,28.0,0,9,6,0
3252,58,23,80.0,19,14,3,8,5.0,2,2,27.0,0,7,3,2
2148,51,48,90.0,13,10,9,3,4.0,2,4,26.0,0,8,3,3
197,53,50,86.0,21,21,1,2,4.0,2,6,26.0,2,7,3,0
495,28,47,94.0,20,13,3,2,4.0,5,5,25.0,0,9,4,2
2026,49,25,85.0,11,12,8,4,5.0,5,1,26.0,0,9,6,3
3793,14,48,88.0,10,18,6,3,6.0,6,1,26.0,1,8,4,1
647,13,40,87.0,22,9,2,7,5.0,8,6,26.0,1,7,3,3
3035,26,47,77.0,19,11,10,0,6.0,1,7,28.0,0,7,5,3
44,53,46,78.0,20,11,2,2,9.0,10,2,27.0,1,7,3,3
3733,16,23,88.0,0,15,8,1,4.0,4,4,25.0,2,9,3,0
2758,19,31,79.0,19,14,3,8,5.0,7,1,28.0,2,7,6,0
373,12,45,90.0,17,18,9,11,4.0,2,1,26.0,2,10,5,1
678,25,49,90.0,2,19,6,0,5.0,6,7,26.0,1,7,6,1
566,57,53,88.0,8,18,0,2,5.0,1,6,26.0,2,10,6,1
3720,30,39,87.0,20,16,2,2,4.0,9,3,26.0,2,10,5,3
2895,26,57,82.0,15,18,7,5,5.0,9,2,27.0,1,7,3,2
460,28,33,94.0,9,15,6,0,5.0,0,5,25.0,0,8,6,1
1932,30,41,94.0,19,20,9,6,6.0,4,7,26.0,2,7,4,1
3485,53,31,94.0,15,13,8,1,4.0,6,7,25.0,0,7,5,0
1155,47,34,76.0,6,10,1,6,6.0,7,1,26.0,1,9,3,3
39,51,31,77.0,18,18,0,9,7.0,9,2,27.0,2,9,4,0
2482,49,48,85.0,23,18,5,9,7.0,4,4,27.0,2,7,4,0
973,26,51,92.0,23,19,5,9,4.0,3,2,26.0,0,8,4,0
3287,16,42,87.0,0,7,6,1,6.0,10,5,26.0,0,9,6,2
3055,36,57,80.0,15,20,4,1,6.0,9,4,26.0,2,9,5,2
3627,34,46,82.0,4,18,1,4,5.0,3,7,27.0,0,9,3,0
3638,21,18,85.0,18,8,9,4,5.0,0,1,26.0,2,10,4,2
1786,52,47,88.0,10,20,3,1,4.0,8,4,24.0,1,10,3,0
1498,60,27,70.0,11,7,4,11,4.0,8,1,28.0,1,7,3,2
2504,49,40,75.0,17,14,6,9,10.0,8,5,29.0,1,7,6,1
1835,28,32,76.0,7,8,9,4,5.0,6,6,27.0,0,9,5,0
2308,47,51,86.0,10,19,4,1,6.0,0,3,26.0,1,10,4,1
1840,18,21,79.0,23,9,7,9,6.0,2,4,27.0,0,10,4,3
2083,25,30,90.0,0,20,3,11,5.0,0,4,26.0,0,10,4,3
827,24,25,83.0,1,17,4,11,4.0,9,6,26.0,0,8,6,1
1935,22,31,88.0,3,17,0,0,7.0,1,1,26.0,2,8,5,0
2044,19,47,87.0,17,17,3,4,4.0,1,6,26.0,0,7,5,2
309,35,32,86.0,5,11,0,10,6.0,6,6,27.0,1,9,5,0
276,14,36,84.0,19,19,10,2,4.0,5,3,25.0,2,7,5,3
636,57,37,88.0,19,21,0,1,5.0,6,6,25.0,1,10,3,1
654,27,44,88.0,23,11,0,6,4.0,10,6,26.0,0,9,5,2
622,48,29,88.0,14,13,6,1,4.0,8,6,26.0,1,10,5,2
1859,41,25,88.0,2,10,4,9,5.0,2,4,26.0,2,8,4,2
844,51,42,87.0,14,18,9,6,6.0,9,7,26.0,2,8,5,0
393,34,53,90.0,23,12,3,3,4.0,1,1,26.0,0,7,5,2
3817,54,41,80.0,0,20,6,5,5.0,6,7,27.0,2,9,6,2
2155,48,49,86.0,11,12,9,2,4.0,10,6,26.0,0,10,4,0
349,47,38,91.0,11,12,0,2,4.0,6,7,25.0,2,10,6,0
2572,28,34,86.0,17,13,9,4,5.0,8,7,26.0,0,9,4,3
784,32,32,90.0,4,11,2,2,4.0,7,7,25.0,0,7,3,0
47,39,28,77.0,20,11,1,8,7.0,1,2,27.0,2,9,3,0
1978,43,28,86.0,3,15,6,1,4.0,2,4,27.0,1,7,3,1
2251,28,39,88.0,16,12,1,3,4.0,2,6,27.0,2,10,6,1
3651,27,41,73.0,1,14,6,3,5.0,1,1,28.0,0,9,5,3
1655,17,19,82.0,5,10,1,8,5.0,0,4,26.0,0,7,5,1
2069,43,27,86.0,3,16,5,1,5.0,2,1,27.0,1,10,3,1
402,26,37,92.0,12,10,1,7,4.0,0,2,26.0,2,9,4,1
1107,52,58,79.0,21,9,10,1,5.0,0,3,28.0,2,7,3,3
1154,60,43,86.0,2,11,3,4,7.0,5,3,26.0,0,8,4,0
1439,21,60,94.0,14,21,6,2,4.0,5,5,25.0,0,8,5,0
3977,25,56,89.0,9,12,10,11,5.0,8,2,25.0,2,10,6,0
2001,59,51,91.0,14,8,9,2,4.0,9,3,25.0,2,7,4,3
989,30,46,74.0,11,15,9,1,5.0,4,2,28.0,0,7,4,1
1865,53,21,69.0,5,7,5,1,12.0,1,6,29.0,1,7,3,3
2789,42,46,88.0,16,7,1,11,5.0,2,4,26.0,2,7,3,2
3769,13,30,80.0,18,11,4,4,5.0,1,7,27.0,2,8,5,1
1310,26,22,85.0,12,12,2,4,7.0,2,2,26.0,1,9,5,3
3195,25,40,87.0,12,9,0,2,6.0,6,4,26.0,1,8,3,0
33,58,55,78.0,16,11,4,2,7.0,4,2,27.0,2,7,3,1
787,53,38,90.0,8,7,1,11,4.0,7,7,25.0,2,10,6,0
3588,11,33,84.0,14,12,1,3,6.0,7,1,26.0,0,7,6,3
2971,45,52,87.0,15,12,5,1,4.0,2,5,26.0,0,7,6,0
1043,57,54,89.0,4,7,7,5,5.0,1,2,25.0,1,7,3,3
481,45,32,94.0,17,14,0,11,4.0,6,5,25.0,1,7,3,0
1243,37,32,80.0,2,21,5,2,5.0,2,6,25.0,0,7,5,0
2627,50,49,86.0,0,9,7,2,6.0,2,7,27.0,0,9,5,2
2529,41,30,84.0,6,7,9,7,5.0,6,7,28.0,2,9,4,2
931,57,48,92.0,2,7,4,1,3.0,3,6,26.0,1,7,3,2
2404,21,34,85.0,13,16,1,1,5.0,6,3,27.0,0,9,6,3
1685,37,29,87.0,10,19,9,2,8.0,2,7,26.0,1,10,6,2
1248,14,35,85.0,23,20,6,11,5.0,2,1,26.0,1,9,6,1
759,43,43,90.0,4,13,3,2,4.0,9,7,25.0,2,10,3,3
92,46,49,73.0,7,14,5,6,8.0,6,4,28.0,1,8,4,0
1175,22,26,77.0,22,21,1,10,5.0,8,4,27.0,0,8,3,2
1415,42,57,84.0,6,11,2,6,7.0,2,2,26.0,2,9,6,1
1341,50,42,83.0,15,20,7,11,5.0,5,6,26.0,0,10,4,3
1472,33,55,73.0,1,15,10,8,6.0,6,2,28.0,2,7,4,1
2851,18,30,73.0,0,13,10,2,7.0,1,4,28.0,0,10,4,2
2793,40,19,74.0,22,13,4,2,7.0,9,6,29.0,0,7,3,2
3594,17,29,86.0,8,7,7,1,5.0,4,1,26.0,0,7,5,3
2327,50,33,88.0,11,8,5,5,4.0,6,5,25.0,0,10,5,3
1607,49,49,89.0,9,21,3,0,5.0,10,4,26.0,1,8,4,0
764,40,42,90.0,4,16,4,8,4.0,5,7,25.0,0,10,5,3
2652,26,47,81.0,17,17,6,1,5.0,6,3,28.0,2,7,6,0
3975,42,60,80.0,17,11,2,1,6.0,2,4,26.0,0,9,6,2
1373,17,33,79.0,1,14,5,9,5.0,3,3,28.0,1,8,5,0
1951,58,30,88.0,13,10,0,8,4.0,0,1,26.0,2,9,6,1
3446,60,25,90.0,8,18,8,5,3.0,2,1,25.0,2,9,6,0
2448,54,52,90.0,9,18,8,8,6.0,5,4,26.0,2,9,4,1
1728,24,48,86.0,11,19,9,5,5.0,9,3,26.0,1,8,5,0
257,18,32,74.0,22,14,6,10,6.0,8,3,25.0,0,10,6,2
944,40,40,92.0,14,14,1,1,4.0,2,6,25.0,2,10,4,1
3923,60,59,87.0,8,12,5,2,4.0,0,7,27.0,1,7,5,0
3144,29,54,84.0,8,10,10,1,5.0,0,1,27.0,0,9,6,3
1219,18,37,85.0,0,17,10,1,4.0,2,2,26.0,0,8,5,0
3555,34,32,74.0,9,14,5,1,7.0,6,6,29.0,1,7,3,0
3927,19,39,78.0,14,10,2,1,7.0,2,7,27.0,0,9,4,1
1161,11,21,84.0,2,20,4,5,6.0,4,1,26.0,0,8,6,2
2542,58,42,83.0,22,13,5,4,5.0,0,3,28.0,1,8,5,1
772,32,43,90.0,4,18,3,2,4.0,5,7,26.0,0,8,5,1
2598,23,48,90.0,3,15,1,7,5.0,10,2,26.0,2,8,5,3
1486,44,45,86.0,20,13,4,2,6.0,1,6,26.0,2,8,6,3
2249,48,27,82.0,5,7,2,7,5.0,10,3,27.0,1,9,6,1
312,55,35,87.0,8,17,1,8,4.0,6,6,26.0,1,9,6,2
290,50,35,84.0,21,18,0,2,4.0,9,3,26.0,1,10,3,2
3261,60,34,90.0,17,20,8,11,4.0,0,4,26.0,1,7,6,1
763,36,48,90.0,4,8,1,5,4.0,2,7,25.0,0,7,3,1
3184,23,56,92.0,4,21,2,1,6.0,0,7,26.0,0,8,3,3
2997,22,53,78.0,7,17,0,4,4.0,5,2,28.0,0,8,3,0
183,58,38,84.0,17,15,5,11,4.0,10,6,26.0,1,10,6,2
1176,55,59,85.0,2,17,9,10,5.0,2,6,24.0,0,10,4,0
3896,43,40,75.0,4,18,9,1,7.0,5,6,28.0,1,8,3,2
1349,28,26,78.0,7,16,5,10,8.0,9,1,27.0,2,9,4,0
3775,50,55,86.0,13,8,2,4,5.0,2,1,27.0,0,10,4,0
3116,31,20,86.0,20,20,4,5,5.0,9,3,27.0,2,10,5,1
3516,56,47,75.0,6,13,8,4,9.0,7,7,28.0,1,10,4,1
3859,39,45,87.0,13,21,7,2,5.0,1,7,26.0,0,9,6,0
3078,38,29,83.0,16,17,3,3,6.0,2,4,26.0,0,9,3,2
2298,44,47,92.0,22,20,8,2,3.0,4,6,26.0,0,7,5,3
2871,23,31,87.0,15,8,7,11,7.0,6,6,26.0,2,7,4,3
1099,50,53,90.0,16,12,7,7,5.0,2,4,26.0,0,8,4,1
3584,49,32,72.0,12,20,4,3,5.0,9,6,28.0,2,8,4,1
2988,13,59,86.0,17,15,9,2,6.0,2,7,27.0,1,8,5,0
391,55,36,91.0,22,19,1,11,4.0,10,1,26.0,1,10,6,3
1919,54,53,78.0,3,17,0,1,6.0,4,3,26.0,2,10,5,3
1456,57,44,81.0,7,10,4,7,6.0,6,2,27.0,1,10,3,3
1092,45,36,81.0,23,14,4,5,6.0,10,2,27.0,1,10,6,3
2022,41,26,78.0,2,18,9,0,6.0,5,7,26.0,2,9,5,0
3239,36,49,86.0,16,13,6,9,4.0,10,6,27.0,0,7,3,0
904,15,48,89.0,10,15,0,0,3.0,2,2,26.0,2,10,5,2
2778,55,29,87.0,2,12,7,3,5.0,3,7,26.0,0,8,4,3
2602,44,32,83.0,6,7,5,1,7.0,5,3,27.0,1,7,4,2
366,19,30,91.0,14,13,3,10,6.0,6,7,25.0,1,7,3,1
345,45,54,91.0,10,11,6,2,4.0,2,7,25.0,0,8,6,0
3656,43,32,71.0,2,19,2,1,6.0,5,5,27.0,0,8,3,1
2583,53,56,71.0,23,8,7,2,14.0,3,7,29.0,2,10,5,0
3470,19,58,76.0,6,9,0,6,6.0,10,1,27.0,1,10,3,1
3257,12,18,92.0,7,11,8,0,4.0,1,5,25.0,2,8,4,2
1372,24,54,87.0,9,19,6,1,4.0,4,6,25.0,1,9,5,1
1639,34,44,88.0,23,18,1,7,4.0,9,1,27.0,0,10,6,1
919,51,50,92.0,7,12,10,7,5.0,9,5,24.0,2,9,6,2
211,26,41,86.0,9,10,6,1,4.0,2,1,26.0,1,7,6,2
1603,32,24,90.0,0,21,0,2,5.0,4,5,26.0,0,7,6,0
2550,29,59,80.0,10,13,2,11,5.0,4,1,27.0,2,9,3,2
537,44,30,88.0,0,10,9,4,5.0,0,6,26.0,1,9,3,2
1220,60,39,90.0,12,13,0,5,4.0,9,4,26.0,1,10,4,2
175,19,50,86.0,14,17,2,2,4.0,5,6,26.0,0,8,4,2
